,title,color,imageUrl,price,gender,brand,description,composition,cotton
0,Bellbird Tee. 1101,white,https://cdn.shopify.com/s/files/1/0559/3340/3309/products/312_Image2_5000x.jpg?v=1632359013,30.15,women,little yellow bird,Machine cold wash with like colours. Do not bleach. Hang dry in shade. Do not iron if printed. Do not dry clean. Do not tumble dry.,100% Organic Rain-Fed Cotton,1
1,Bellbird Tee. 1101,grey marle,https://cdn.shopify.com/s/files/1/0559/3340/3309/products/1101.BellbirdTee-greymarle-SBP28182_5000x.jpg?v=1635025978,30.15,women,little yellow bird,Machine cold wash with like colours. Do not bleach. Hang dry in shade. Do not iron if printed. Do not dry clean. Do not tumble dry.,100% Organic Rain-Fed Cotton,1
2,Bellbird Tee. 1101,red,https://cdn.shopify.com/s/files/1/0559/3340/3309/products/1101._20Bellbird_20Tee_20-_20Red_20-_20v2-SBP_8390-329_5000x.jpg?v=1631836057,30.15,women,little yellow bird,Machine cold wash with like colours. Do not bleach. Hang dry in shade. Do not iron if printed. Do not dry clean. Do not tumble dry.,100% Organic Rain-Fed Cotton,1
3,Bellbird Tee. 1101,burgendy,https://cdn.shopify.com/s/files/1/0559/3340/3309/products/1200_fitted_solid_burgundy_SBP_9828_copy_5000x.jpg?v=1632359010,30.15,women,little yellow bird,Machine cold wash with like colours. Do not bleach. Hang dry in shade. Do not iron if printed. Do not dry clean. Do not tumble dry.,100% Organic Rain-Fed Cotton,1
4,Bellbird Tee. 1101,navy,https://cdn.shopify.com/s/files/1/0559/3340/3309/products/1101._20Bellbird_20Tee_20-_20Navy_20-_20SBP_8486-382_5000x.jpg?v=1632359013,30.15,women,little yellow bird,Machine cold wash with like colours. Do not bleach. Hang dry in shade. Do not iron if printed. Do not dry clean. Do not tumble dry.,100% Organic Rain-Fed Cotton,1
5,Bellbird Tee. 1101,black,https://cdn.shopify.com/s/files/1/0559/3340/3309/products/1101._20Bellbird_20Tee_20-_20Black_20-_20SBP_8424-346_5000x.jpg?v=1632359010,30.15,women,little yellow bird,Machine cold wash with like colours. Do not bleach. Hang dry in shade. Do not iron if printed. Do not dry clean. Do not tumble dry.,100% Organic Rain-Fed Cotton,1
6,Ruru Crop Tee. 1104,white,https://cdn.shopify.com/s/files/1/0559/3340/3309/products/IMG-5208-jpg_5000x.jpg?v=1634851155,26.13,women,little yellow bird,Machine cold wash with like colours. Do not bleach. Hang dry in shade. Do not iron if printed. Do not dry clean. Do not tumble dry.,100% Organic Rain-Fed Cotton,1
7,Ruru Crop Tee. 1104,black,https://cdn.shopify.com/s/files/1/0559/3340/3309/products/322_Image3_654a9845-0078-48df-b048-0c7d927dcbf8_5000x.jpg?v=1634677698,26.13,women,little yellow bird,Machine cold wash with like colours. Do not bleach. Hang dry in shade. Do not iron if printed. Do not dry clean. Do not tumble dry.,100% Organic Rain-Fed Cotton,1
8,Ruru Crop Tee. 1104,burgendy,https://cdn.shopify.com/s/files/1/0559/3340/3309/products/1104._20Ruru_20Crop_20Tee_20-_20Burgundy_20-_20SBP_8275-274_b248e673-9ba2-4b45-9eee-9c55ddbb488a_5000x.jpg?v=1634677698,26.13,women,little yellow bird,Machine cold wash with like colours. Do not bleach. Hang dry in shade. Do not iron if printed. Do not dry clean. Do not tumble dry.,100% Organic Rain-Fed Cotton,1
9,Ruru Crop Tee. 1104,matcha,https://cdn.shopify.com/s/files/1/0559/3340/3309/products/1104.RuruCropTee-matcha-SBP28668_5000x.jpg?v=1634676684,26.13,women,little yellow bird,Machine cold wash with like colours. Do not bleach. Hang dry in shade. Do not iron if printed. Do not dry clean. Do not tumble dry.,100% Organic Rain-Fed Cotton,1
10,Whio Tee. 1002,white,https://cdn.shopify.com/s/files/1/0559/3340/3309/products/1126_unisex_LS_tee_solid_whiteVictor-14_05f81873-28f4-4f7f-8c1b-9e4eb9630c57_5000x.jpg?v=1631844036,32.83,unisex,little yellow bird,Machine cold wash with like colours. Do not bleach. Hang dry in shade. Do not iron if printed. Do not dry clean. Do not tumble dry.,100% Organic Rain-Fed Cotton,1
11,Whio Tee. 1002,black,https://cdn.shopify.com/s/files/1/0559/3340/3309/products/308_Image2_381475c3-aeb7-42df-ab32-99a2f312ef97_5000x.jpg?v=1631844010,32.83,unisex,little yellow bird,Machine cold wash with like colours. Do not bleach. Hang dry in shade. Do not iron if printed. Do not dry clean. Do not tumble dry.,100% Organic Rain-Fed Cotton,1
12,Whio Tee. 1002,burgendy,https://cdn.shopify.com/s/files/1/0559/3340/3309/products/1200_unisex_LS_tee_solid_burgundy_SBP_6326_copy_c5d97308-8c92-41f4-9bf7-3e71383e898c_5000x.jpg?v=1631844018,32.83,unisex,little yellow bird,Machine cold wash with like colours. Do not bleach. Hang dry in shade. Do not iron if printed. Do not dry clean. Do not tumble dry.,100% Organic Rain-Fed Cotton,1
13,Whio Tee. 1002,navy,https://cdn.shopify.com/s/files/1/0559/3340/3309/products/1200_unisex_LS_tee_solid_navy_Blue_LS_Tui_Tee__Male_-2_6a221ec9-ae1d-4dd6-97d3-d04da6b8caac_5000x.jpg?v=1631844030,32.83,unisex,little yellow bird,Machine cold wash with like colours. Do not bleach. Hang dry in shade. Do not iron if printed. Do not dry clean. Do not tumble dry.,100% Organic Rain-Fed Cotton,1
14,Whio Tee. 1002,grey marle,https://cdn.shopify.com/s/files/1/0559/3340/3309/products/1126_unisex_LS_tee_marle_grey_LS_Tui_Tee__Female_-3_42af17e5-a963-464b-a503-92f1d1bd3f78_5000x.jpg?v=1631844024,32.83,unisex,little yellow bird,Machine cold wash with like colours. Do not bleach. Hang dry in shade. Do not iron if printed. Do not dry clean. Do not tumble dry.,100% Organic Rain-Fed Cotton,1
15,Weka Kids Tee. 6201,yellow,https://cdn.shopify.com/s/files/1/0559/3340/3309/products/SBP23306_5000x.jpg?v=1643919195,16.75,kid,little yellow bird,Machine cold wash with like colours. Do not bleach. Hang dry in shade. Do not iron if printed. Do not dry clean. Do not tumble dry.,100% Organic Rain-Fed Cotton,1
16,Weka Kids Tee. 6201,burgendy,https://cdn.shopify.com/s/files/1/0559/3340/3309/products/Weka_20kids_20tee_20burgundy_5000x.jpg?v=1643919195,16.75,kid,little yellow bird,Machine cold wash with like colours. Do not bleach. Hang dry in shade. Do not iron if printed. Do not dry clean. Do not tumble dry.,100% Organic Rain-Fed Cotton,1
